"","X","Year","Movement_type","Team_previous_season","Team","Players"
"582",582,1922,"Pro","RI","Rac",1
"583",583,1922,"Pro","Roc","Akr",1
"584",584,1922,"Pro","Roc","Buf",2
"585",585,1922,"Pro","Roc","ChiC",1
"586",586,1922,"Pro","Roc","Mil",1
"587",587,1922,"Pro","Tol","Eva",1
"588",588,1922,"Pro","Was","Oor",1
"589",589,1922,"Pro","Was","Roc",1
"590",590,1923,"Draft","--","Akr",2
"591",591,1923,"Draft","--","Can",1
"592",592,1923,"Draft","--","Chi",1
"593",593,1923,"Draft","--","Col",1
"594",594,1923,"Draft","--","Day",1
"595",595,1923,"Draft","--","Dul",6
"596",596,1923,"Draft","--","Ham",1
"597",597,1923,"Draft","--","Lou",4
"598",598,1923,"Draft","--","Minn",2
"599",599,1923,"Draft","--","Oor",4
"600",600,1923,"Draft","--","Rac",2
"601",601,1923,"Draft","--","RI",1
"602",602,1923,"Draft","--","Roc",3
"603",603,1923,"Draft","--","Stl",3
"604",604,1923,"Draft","--","Tol",1
"605",605,1923,"Draft","Alabama","Tol",1
"606",606,1923,"Draft","Baylor","Mil",1
"607",607,1923,"Draft","Bethany (WV)","Col",1
"608",608,1923,"Draft","Brown","Buf",1
"609",609,1923,"Draft","Bucknell","Buf",1
"610",610,1923,"Draft","Canisius","Buf",3
"611",611,1923,"Draft","Carlisle","Oor",3
"612",612,1923,"Draft","Carnegie Mellon","Akr",2
"613",613,1923,"Draft","Case Western Reserve","Cle",1
"614",614,1923,"Draft","Central Missouri State","Stl",1
"615",615,1923,"Draft","Centre (KY)","ChiC",1
"616",616,1923,"Draft","Centre (KY)","Col",1
"617",617,1923,"Draft","Chicago","ChiC",1
"618",618,1923,"Draft","Chicago","Rac",2
"619",619,1923,"Draft","Colgate","Roc",2
"620",620,1923,"Draft","Columbia","Can",1
"621",621,1923,"Draft","Columbia","Dul",1
"622",622,1923,"Draft","Cornell","Cle",1
"623",623,1923,"Draft","Detroit Mercy","Buf",1
"624",624,1923,"Draft","Detroit Mercy","Cle",1
"625",625,1923,"Draft","Detroit Mercy","Tol",3
"626",626,1923,"Draft","Dubuque","RI",2
"627",627,1923,"Draft","Earlham","Day",1
"628",628,1923,"Draft","Fordham","Dul",2
"629",629,1923,"Draft","Georgetown","Buf",1
"630",630,1923,"Draft","Georgetown","Can",1
"631",631,1923,"Draft","Georgetown","Chi",1
"632",632,1923,"Draft","Georgetown","RI",1
"633",633,1923,"Draft","Grove City","Can",1
"634",634,1923,"Draft","Hamline","Akr",1
"635",635,1923,"Draft","Hamline","Dul",1
"636",636,1923,"Draft","Hamline","Minn",1
"637",637,1923,"Draft","Haskell Indian","Oor",3
"638",638,1923,"Draft","Illinois","ChiC",1
"639",639,1923,"Draft","Illinois","Ham",1
"640",640,1923,"Draft","Illinois","Mil",1
"641",641,1923,"Draft","Indiana","Chi",1
"642",642,1923,"Draft","Indiana","Cle",1
"643",643,1923,"Draft","Indiana","Rac",1
"644",644,1923,"Draft","Iowa","Col",1
"645",645,1923,"Draft","Iowa","Minn",1
"646",646,1923,"Draft","Iowa","RI",2
"647",647,1923,"Draft","Kansas","Ham",1
"648",648,1923,"Draft","Lafayette","Can",1
"649",649,1923,"Draft","Lawrence","GB",1
"650",650,1923,"Draft","Lombard","Mil",1
"651",651,1923,"Draft","Marquette","Mil",1
"652",652,1923,"Draft","Miami (OH)","Cle",2
"653",653,1923,"Draft","Miami (OH)","Oor",1
"654",654,1923,"Draft","Michigan","Cle",3
"655",655,1923,"Draft","Michigan","Col",1
"656",656,1923,"Draft","Minnesota","Dul",1
"657",657,1923,"Draft","Minnesota","GB",1
"658",658,1923,"Draft","Nebraska","Mil",1
"659",659,1923,"Draft","Nebraska","Stl",2
"660",660,1923,"Draft","Northwestern","Mil",1
"661",661,1923,"Draft","Notre Dame","Buf",1
"662",662,1923,"Draft","Notre Dame","ChiC",1
"663",663,1923,"Draft","Notre Dame","Minn",1
"664",664,1923,"Draft","Notre Dame","RI",1
"665",665,1923,"Draft","Notre Dame","Roc",1
"666",666,1923,"Draft","Notre Dame","Tol",1
"667",667,1923,"Draft","Ohio State","Akr",1
"668",668,1923,"Draft","Ohio State","Cle",1
"669",669,1923,"Draft","Ohio State","Col",2
"670",670,1923,"Draft","Ohio Wesleyan","Cle",1
"671",671,1923,"Draft","Ohio Wesleyan","Col",2
"672",672,1923,"Draft","Oklahoma","Tol",1
"673",673,1923,"Draft","Phillips","Tol",1
"674",674,1923,"Draft","Pittsburg State","Oor",1
"675",675,1923,"Draft","Pittsburg State","Stl",1
"676",676,1923,"Draft","Pittsburgh","Buf",1
"677",677,1923,"Draft","Pittsburgh","Col",1
"678",678,1923,"Draft","Princeton","Akr",1
"679",679,1923,"Draft","Princeton","Cle",1
"680",680,1923,"Draft","Purdue","Lou",1
"681",681,1923,"Draft","Purdue","Mil",1
"682",682,1923,"Draft","Rice","Mil",1
"683",683,1923,"Draft","Rochester","Roc",2
"684",684,1923,"Draft","Southern California","Mil",1
"685",685,1923,"Draft","Southern Methodist","Tol",1
"686",686,1923,"Draft","Springfield","Cle",1
"687",687,1923,"Draft","St. Ambrose","RI",1
"688",688,1923,"Draft","St. Bonaventure","Roc",1
"689",689,1923,"Draft","St. Cloud State","Dul",1
"690",690,1923,"Draft","St. Lawrence","Roc",1
"691",691,1923,"Draft","St. Louis","Stl",2
"692",692,1923,"Draft","St. Thomas (MN)","Mil",1
"693",693,1923,"Draft","St. Thomas (MN)","Minn",1
"694",694,1923,"Draft","Swarthmore","RI",1
"695",695,1923,"Draft","Syracuse","Buf",4
"696",696,1923,"Draft","Syracuse","Dul",1
"697",697,1923,"Draft","Syracuse","Roc",1
"698",698,1923,"Draft","Tennessee","Lou",1
"699",699,1923,"Draft","Valparaiso","Dul",1
"700",700,1923,"Draft","Washburn","Stl",1
"701",701,1923,"Draft","Washington & Jefferson","Akr",1
"702",702,1923,"Draft","Washington & Jefferson","Cle",1
"703",703,1923,"Draft","Washington & Jefferson","Mil",2
"704",704,1923,"Draft","Washington & Jefferson","Stl",1
"705",705,1923,"Draft","Washington & Lee","Mil",1
"706",706,1923,"Draft","West Virginia","Cle",1
"707",707,1923,"Draft","West Virginia","Ham",1
"708",708,1923,"Draft","West Virginia","Lou",1
"709",709,1923,"Draft","West Virginia Wesleyan","Can",1
"710",710,1923,"Draft","William & Mary","Akr",1
"711",711,1923,"Draft","Williams","Buf",1
"712",712,1923,"Draft","Wilmington (DE)","Col",1
"713",713,1923,"Draft","Wisconsin","Col",1
"714",714,1923,"Draft","Wisconsin","GB",1
"715",715,1923,"Draft","Wisconsin","Rac",4
"716",716,1923,"Draft","Wisconsin","Stl",1
"717",717,1923,"Draft","Wittenberg","Day",1
"718",718,1923,"Pro","Akr","Buf",1
"719",719,1923,"Pro","Akr","Can",1
"720",720,1923,"Pro","Akr","ChiC",1
"721",721,1923,"Pro","Akr","Cle",1
"722",722,1923,"Pro","Akr","Day",1
"723",723,1923,"Pro","Akr","Stl",1
"724",724,1923,"Pro","Akr","Tol",1
"725",725,1923,"Pro","Buf","Akr",1
"726",726,1923,"Pro","Buf","Cle",1
"727",727,1923,"Pro","Buf","Col",2
"728",728,1923,"Pro","Buf","GB",1
"729",729,1923,"Pro","Buf","RI",1
"730",730,1923,"Pro","Buf","Roc",1
"731",731,1923,"Pro","Can","Akr",1
"732",732,1923,"Pro","Can","Buf",1
"733",733,1923,"Pro","Can","Cle",1
"734",734,1923,"Pro","Can","Mil",1
"735",735,1923,"Pro","Can","Stl",1
"736",736,1923,"Pro","Can","Tol",1
"737",737,1923,"Pro","Chi","Can",1
"738",738,1923,"Pro","Chi","Cle",1
"739",739,1923,"Pro","Chi","Col",1
"740",740,1923,"Pro","Chi","Dul",1
"741",741,1923,"Pro","Chi","Ham",2
"742",742,1923,"Pro","Chi","Mil",1
"743",743,1923,"Pro","ChiC","Chi",1
"744",744,1923,"Pro","ChiC","Ham",1
"745",745,1923,"Pro","ChiC","Mil",1
"746",746,1923,"Pro","Cin","Day",1
"747",747,1923,"Pro","Cle","Buf",2
"748",748,1923,"Pro","Cle","Chi",1
"749",749,1923,"Pro","Col","Cle",1
"750",750,1923,"Pro","Col","Lou",1
"751",751,1923,"Pro","Day","Akr",2
"752",752,1923,"Pro","Day","Cle",1
"753",753,1923,"Pro","Day","Oor",1
"754",754,1923,"Pro","Day","RI",1
"755",755,1923,"Pro","Dul","Chi",1
"756",756,1923,"Pro","Eva","Tol",1
"757",757,1923,"Pro","GB","Mil",1
"758",758,1923,"Pro","GB","Tol",1
"759",759,1923,"Pro","Ham","Chi",3
"760",760,1923,"Pro","Ham","Rac",1
"761",761,1923,"Pro","Ham","RI",1
"762",762,1923,"Pro","Lou","ChiC",1
"763",763,1923,"Pro","Mil","Cle",1
"764",764,1923,"Pro","Mil","Ham",1
"765",765,1923,"Pro","Mil","Rac",1
"766",766,1923,"Pro","Mil","RI",1
"767",767,1923,"Pro","Mil","Stl",2
"768",768,1923,"Pro","Minn","Dul",1
"769",769,1923,"Pro","NYBG","RI",1
"770",770,1923,"Pro","NYBG","Roc",1
"771",771,1923,"Pro","Rac","GB",2
"772",772,1923,"Pro","Rac","Mil",1
"773",773,1923,"Pro","RI","Akr",1
"774",774,1923,"Pro","RI","Cle",1
"775",775,1923,"Pro","RI","Ham",1
"776",776,1923,"Pro","RI","Mil",1
"777",777,1923,"Pro","RI","Minn",1
"778",778,1923,"Pro","RI","Stl",2
"779",779,1923,"Pro","RI","Tol",1
"780",780,1923,"Pro","Roc","Akr",1
"781",781,1923,"Pro","Roc","Mil",1
"782",782,1923,"Pro","Roc","Rac",1
"783",783,1923,"Pro","Roc","RI",1
"784",784,1923,"Pro","Roc","Stl",1
"785",785,1923,"Pro","Stl","GB",1
"786",786,1923,"Pro","Tol","Akr",1
"787",787,1923,"Pro","Tol","Buf",1
"788",788,1923,"Pro","Tol","Cle",3
"789",789,1923,"Pro","Tol","Ham",1
"790",790,1923,"Pro","Tol","Lou",1
"791",791,1923,"Pro","Tol","Minn",1
"792",792,1923,"Pro","Tol","RI",1
"793",793,1924,"Draft","--","Akr",2
"794",794,1924,"Draft","--","ChiC",1
"795",795,1924,"Draft","--","Col",2
"796",796,1924,"Draft","--","Day",1
"797",797,1924,"Draft","--","Dul",6
"798",798,1924,"Draft","--","Ken",2
"799",799,1924,"Draft","--","Rac",1
"800",800,1924,"Draft","--","Roc",2
"801",801,1924,"Draft","Arkansas","KC",1
"802",802,1924,"Draft","Army","Fra",1
"803",803,1924,"Draft","Baker","KC",1
"804",804,1924,"Draft","Baylor","RI",1
"805",805,1924,"Draft","Beloit","Ken",1
"806",806,1924,"Draft","Bethany (KS)","KC",1
"807",807,1924,"Draft","Bucknell","Fra",1
"808",808,1924,"Draft","Buffalo","Buf",1
"809",809,1924,"Draft","California","Ken",1
"810",810,1924,"Draft","Canisius","Buf",4
"811",811,1924,"Draft","Carnegie Mellon","Akr",1
"812",812,1924,"Draft","Carroll (WI)","KC",1
"813",813,1924,"Draft","Catholic","Minn",1
"814",814,1924,"Draft","Chicago","Chi",1
"815",815,1924,"Draft","Chicago","ChiC",1
"816",816,1924,"Draft","Chicago","Dul",1
"817",817,1924,"Draft","Chicago","Rac",2
"818",818,1924,"Draft","Colgate","Mil",1
"819",819,1924,"Draft","Colgate","Roc",1
"820",820,1924,"Draft","Cornell","Buf",1
"821",821,1924,"Draft","Dartmouth","Fra",1
"822",822,1924,"Draft","DePauw","Ham",1
"823",823,1924,"Draft","Detroit Mercy","Akr",2
"824",824,1924,"Draft","Detroit Mercy","Col",1
"825",825,1924,"Draft","Detroit Mercy","Ken",1
"826",826,1924,"Draft","Dickinson","Fra",1
"827",827,1924,"Draft","Drake","KC",1
"828",828,1924,"Draft","Emporia State","KC",1
"829",829,1924,"Draft","Fordham","Minn",1
"830",830,1924,"Draft","Fordham","Roc",1
"831",831,1924,"Draft","Franklin & Marshall","Buf",1
"832",832,1924,"Draft","Franklin & Marshall","Fra",1
"833",833,1924,"Draft","Hamline","Minn",1
"834",834,1924,"Draft","Harvard","ChiC",1
"835",835,1924,"Draft","Haskell Indian","KC",1
"836",836,1924,"Draft","Hobart","Buf",1
"837",837,1924,"Draft","Illinois","Chi",1
"838",838,1924,"Draft","Illinois","KC",1
"839",839,1924,"Draft","Iowa","Roc",1
"840",840,1924,"Draft","Kansas","Cle",1
"841",841,1924,"Draft","Kansas State","KC",2
"842",842,1924,"Draft","Kenyon","Col",1
"843",843,1924,"Draft","Lafayette","Fra",2
"844",844,1924,"Draft","Lehigh","Dul",1
"845",845,1924,"Draft","Lehigh","Fra",2
"846",846,1924,"Draft","Lombard","Mil",1
"847",847,1924,"Draft","Loras","Ken",1
"848",848,1924,"Draft","Marquette","GB",1
"849",849,1924,"Draft","Marquette","Mil",1
"850",850,1924,"Draft","Marquette","Rac",1
"851",851,1924,"Draft","Michigan","Day",1
"852",852,1924,"Draft","Minnesota","Dul",1
"853",853,1924,"Draft","Monmouth (IL)","RI",1
"854",854,1924,"Draft","Moravian","Fra",1
"855",855,1924,"Draft","Nebraska","Cle",1
"856",856,1924,"Draft","Nebraska","GB",1
"857",857,1924,"Draft","Nebraska","KC",5
"858",858,1924,"Draft","Nebraska","RI",1
"859",859,1924,"Draft","Northwestern","ChiC",2
"860",860,1924,"Draft","Northwestern","Dul",1
"861",861,1924,"Draft","Northwestern","KC",1
"862",862,1924,"Draft","Northwestern","Rac",1
"863",863,1924,"Draft","Notre Dame","ChiC",1
"864",864,1924,"Draft","Ohio","Akr",1
"865",865,1924,"Draft","Ohio","Col",1
"866",866,1924,"Draft","Ohio","Ken",1
"867",867,1924,"Draft","Ohio State","Cle",2
"868",868,1924,"Draft","Ohio State","Col",2
"869",869,1924,"Draft","Ohio Wesleyan","Cle",1
"870",870,1924,"Draft","Otterbein","Day",1
"871",871,1924,"Draft","Penn State","Fra",1
"872",872,1924,"Draft","Pennsylvania","Fra",2
"873",873,1924,"Draft","Phillips","KC",1
"874",874,1924,"Draft","Pittsburgh","RI",1
"875",875,1924,"Draft","Saskatchewan","RI",1
"876",876,1924,"Draft","Springfield","Buf",1
"877",877,1924,"Draft","St. Ambrose","GB",1
"878",878,1924,"Draft","St. Mary (KS)","KC",1
"879",879,1924,"Draft","St. Mary's (CA)","RI",1
"880",880,1924,"Draft","St. Olaf","Minn",1
"881",881,1924,"Draft","St. Thomas (MN)","Minn",1
"882",882,1924,"Draft","St. Viator","RI",1
"883",883,1924,"Draft","Syracuse","Akr",1
"884",884,1924,"Draft","Syracuse","Fra",1
"885",885,1924,"Draft","Syracuse","Roc",1
"886",886,1924,"Draft","Texas","Col",1
"887",887,1924,"Draft","Thiel","Buf",1
"888",888,1924,"Draft","Vermont","Chi",1
"889",889,1924,"Draft","Washington","Rac",1
"890",890,1924,"Draft","Washington & Jefferson","Ken",1
"891",891,1924,"Draft","West Virginia","Day",1
"892",892,1924,"Draft","West Virginia Wesleyan","Cle",1
"893",893,1924,"Draft","Wilmington (OH)","Day",1
"894",894,1924,"Draft","Wisconsin","Ken",1
"895",895,1924,"Draft","Wisconsin","Rac",1
"896",896,1924,"Draft","Wisconsin-Milwaukee","Ken",1
"897",897,1924,"Draft","Wisconsin-Platteville","Rac",1
"898",898,1924,"Draft","Wisconsin-Superior","Dul",1
"899",899,1924,"Draft","Wooster","Col",1
"900",900,1924,"Pro","Akr","Day",1
"901",901,1924,"Pro","Akr","Ham",1
"902",902,1924,"Pro","Akr","Mil",1
"903",903,1924,"Pro","Akr","Minn",1
"904",904,1924,"Pro","Buf","Cle",1
"905",905,1924,"Pro","Buf","Fra",2
"906",906,1924,"Pro","Buf","Mil",1
"907",907,1924,"Pro","Buf","Roc",3
"908",908,1924,"Pro","Can","Akr",1
"909",909,1924,"Pro","Can","Chi",1
"910",910,1924,"Pro","Can","Cle",7
"911",911,1924,"Pro","Can","Fra",1
"912",912,1924,"Pro","Can","GB",1
"913",913,1924,"Pro","Can","Roc",2
"914",914,1924,"Pro","Chi","Ham",1
"915",915,1924,"Pro","Chi","Ken",1
"916",916,1924,"Pro","ChiC","Ham",1
"917",917,1924,"Pro","ChiC","Ken",1
"918",918,1924,"Pro","ChiC","Rac",1
"919",919,1924,"Pro","Cle","Buf",1
"920",920,1924,"Pro","Cle","Day",1
"921",921,1924,"Pro","Cle","GB",1
"922",922,1924,"Pro","Cle","Minn",1
"923",923,1924,"Pro","Cle","Roc",1
"924",924,1924,"Pro","Col","Day",1
"925",925,1924,"Pro","Day","Cle",1
"926",926,1924,"Pro","Day","Col",1
"927",927,1924,"Pro","Dul","GB",1
"928",928,1924,"Pro","Dul","Minn",1
"929",929,1924,"Pro","GB","Akr",1
"930",930,1924,"Pro","GB","KC",1
"931",931,1924,"Pro","GB","Minn",1
"932",932,1924,"Pro","GB","RI",2
"933",933,1924,"Pro","Ham","Akr",3
"934",934,1924,"Pro","Ham","ChiC",2
"935",935,1924,"Pro","Ham","Day",1
"936",936,1924,"Pro","Ham","KC",2
"937",937,1924,"Pro","Ham","Ken",2
"938",938,1924,"Pro","KC","Ham",2
"939",939,1924,"Pro","Ken","Akr",1
"940",940,1924,"Pro","Ken","Mil",1
"941",941,1924,"Pro","Lou","Chi",1
"942",942,1924,"Pro","Mil","Cle",1
"943",943,1924,"Pro","Mil","Ham",1
"944",944,1924,"Pro","Mil","Ken",2
"945",945,1924,"Pro","Mil","Roc",1
"946",946,1924,"Pro","Minn","RI",1
"947",947,1924,"Pro","Oor","Buf",1
"948",948,1924,"Pro","Oor","KC",1
"949",949,1924,"Pro","Oor","RI",3
"950",950,1924,"Pro","Rac","ChiC",1
"951",951,1924,"Pro","Rac","Ken",3
"952",952,1924,"Pro","Rac","Mil",1
"953",953,1924,"Pro","RI","Day",2
"954",954,1924,"Pro","RI","GB",1
"955",955,1924,"Pro","RI","Minn",1
"956",956,1924,"Pro","RI","Rac",1
"957",957,1924,"Pro","Roc","Buf",2
"958",958,1924,"Pro","Roc","ChiC",1
"959",959,1924,"Pro","Roc","Fra",1
"960",960,1924,"Pro","Stl","Ham",1
"961",961,1924,"Pro","Stl","KC",2
"962",962,1924,"Pro","Stl","Mil",1
"963",963,1924,"Pro","Tol","Cle",1
"964",964,1924,"Pro","Tol","Fra",2
"965",965,1924,"Pro","Tol","GB",1
"966",966,1924,"Pro","Tol","Ham",3
"967",967,1924,"Pro","Tol","KC",2
"968",968,1924,"Pro","Tol","Ken",2
"969",969,1925,"Draft","--","Akr",1
"970",970,1925,"Draft","--","Buf",1
"971",971,1925,"Draft","--","Can",1
"972",972,1925,"Draft","--","Cle",3
"973",973,1925,"Draft","--","Day",3
"974",974,1925,"Draft","--","Dul",3
"975",975,1925,"Draft","--","Ham",3
"976",976,1925,"Draft","--","Mil",5
"977",977,1925,"Draft","--","Pot",2
"978",978,1925,"Draft","--","Roc",2
"979",979,1925,"Draft","Allegheny","NYG",1
"980",980,1925,"Draft","Army","Can",1
"981",981,1925,"Draft","Baldwin-Wallace","Cle",1
"982",982,1925,"Draft","Bethany (WV)","Cle",1
"983",983,1925,"Draft","Boston College","Prov",1
"984",984,1925,"Draft","Brown","Prov",7
"985",985,1925,"Draft","Bucknell","Buf",2
"986",986,1925,"Draft","Bucknell","Fra",1
"987",987,1925,"Draft","Carnegie Mellon","Akr",1
"988",988,1925,"Draft","Carson-Newman","Roc",1
"989",989,1925,"Draft","Catholic","Roc",1
"990",990,1925,"Draft","Centre (KY)","NYG",1
"991",991,1925,"Draft","Chicago","ChiC",1
"992",992,1925,"Draft","Chicago","RI",1
"993",993,1925,"Draft","Clarkson","Det",1
"994",994,1925,"Draft","Colgate","Fra",2
"995",995,1925,"Draft","Colgate","Mil",1
"996",996,1925,"Draft","Columbia","Buf",2
"997",997,1925,"Draft","Creighton","ChiC",1
"998",998,1925,"Draft","Dartmouth","Prov",2
"999",999,1925,"Draft","Dayton","Day",1
"1000",1000,1925,"Draft","Detroit Mercy","Buf",1
"1001",1001,1925,"Draft","Detroit Mercy","Pot",1
"1002",1002,1925,"Draft","Findlay","Can",1
"1003",1003,1925,"Draft","Fordham","Akr",1
"1004",1004,1925,"Draft","Fordham","NYG",2
"1005",1005,1925,"Draft","Fordham","Prov",1
"1006",1006,1925,"Draft","George Washington","Pot",1
"1007",1007,1925,"Draft","Georgetown","NYG",1
"1008",1008,1925,"Draft","Georgetown","Prov",2
"1009",1009,1925,"Draft","Georgia","NYG",1
"1010",1010,1925,"Draft","Gettysburg","Can",1
"1011",1011,1925,"Draft","Gonzaga","Fra",1
"1012",1012,1925,"Draft","Harvard","ChiC",1
"1013",1013,1925,"Draft","Harvard","Fra",1
"1014",1014,1925,"Draft","Holy Cross","Buf",1
"1015",1015,1925,"Draft","Holy Cross","Cle",1
"1016",1016,1925,"Draft","Holy Cross","Fra",1
"1017",1017,1925,"Draft","Holy Cross","Prov",3
"1018",1018,1925,"Draft","Idaho","Fra",1
"1019",1019,1925,"Draft","Illinois","Chi",3
"1020",1020,1925,"Draft","Illinois","Day",1
"1021",1021,1925,"Draft","Illinois","RI",1
"1022",1022,1925,"Draft","Indiana","GB",1
"1023",1023,1925,"Draft","Iowa","Buf",1
"1024",1024,1925,"Draft","Iowa","Chi",1
"1025",1025,1925,"Draft","Iowa","RI",1
"1026",1026,1925,"Draft","Iowa State","RI",1
"1027",1027,1925,"Draft","John Carroll","Cle",1
"1028",1028,1925,"Draft","Kansas","Dul",1
"1029",1029,1925,"Draft","Kansas State","KC",1
"1030",1030,1925,"Draft","Lafayette","NYG",1
"1031",1031,1925,"Draft","Lafayette","Pot",3
"1032",1032,1925,"Draft","Lawrence","GB",1
"1033",1033,1925,"Draft","Lebanon Valley","Fra",1
"1034",1034,1925,"Draft","Lehigh","Fra",1
"1035",1035,1925,"Draft","Lehigh","Prov",1
"1036",1036,1925,"Draft","Lombard","RI",1
"1037",1037,1925,"Draft","Marietta","KC",1
"1038",1038,1925,"Draft","Marquette","ChiC",1
"1039",1039,1925,"Draft","Marquette","Mil",1
"1040",1040,1925,"Draft","Maryland","Roc",1
"1041",1041,1925,"Draft","Miami (OH)","Day",1
"1042",1042,1925,"Draft","Michigan","Det",2
"1043",1043,1925,"Draft","Michigan State","Det",1
"1044",1044,1925,"Draft","Michigan Tech","Dul",1
"1045",1045,1925,"Draft","Minnesota","Buf",1
"1046",1046,1925,"Draft","Minnesota","GB",1
"1047",1047,1925,"Draft","Missouri","Buf",1
"1048",1048,1925,"Draft","Missouri","ChiC",1
"1049",1049,1925,"Draft","Missouri","KC",1
"1050",1050,1925,"Draft","Mount Union","Can",1
"1051",1051,1925,"Draft","Navy","NYG",1
"1052",1052,1925,"Draft","Nebraska","KC",2
"1053",1053,1925,"Draft","New Hampshire","Prov",2
"1054",1054,1925,"Draft","North Dakota","Prov",1
"1055",1055,1925,"Draft","Northwestern","Ham",1
"1056",1056,1925,"Draft","Northwestern","RI",1
"1057",1057,1925,"Draft","Notre Dame","Col",1
"1058",1058,1925,"Draft","Notre Dame","Day",1
"1059",1059,1925,"Draft","Notre Dame","GB",2
"1060",1060,1925,"Draft","Notre Dame","Mil",1
"1061",1061,1925,"Draft","Notre Dame","Prov",1
"1062",1062,1925,"Draft","Ohio Dominican","Col",1
"1063",1063,1925,"Draft","Ohio Northern","Col",1
"1064",1064,1925,"Draft","Ohio State","Cle",1
"1065",1065,1925,"Draft","Ohio State","Col",1
"1066",1066,1925,"Draft","Ohio State","Day",1
"1067",1067,1925,"Draft","Oklahoma","KC",2
"1068",1068,1925,"Draft","Penn State","Can",2
"1069",1069,1925,"Draft","Penn State","NYG",2
"1070",1070,1925,"Draft","Penn State","Pot",3
"1071",1071,1925,"Draft","Pennsylvania","Fra",1
"1072",1072,1925,"Draft","Pennsylvania","NYG",1
"1073",1073,1925,"Draft","Phillips","KC",1
"1074",1074,1925,"Draft","Pittsburgh","Buf",1
"1075",1075,1925,"Draft","Pittsburgh","Fra",1
"1076",1076,1925,"Draft","Pittsburgh","Pot",1
"1077",1077,1925,"Draft","Purdue","ChiC",1
"1078",1078,1925,"Draft","Purdue","Det",1
"1079",1079,1925,"Draft","Rhode Island","Prov",1
"1080",1080,1925,"Draft","Rutgers","NYG",1
"1081",1081,1925,"Draft","Southern Methodist","Roc",1
"1082",1082,1925,"Draft","St. Thomas (MN)","Mil",1
"1083",1083,1925,"Draft","Still","Col",1
"1084",1084,1925,"Draft","Swarthmore","Buf",1
"1085",1085,1925,"Draft","Syracuse","Buf",1
"1086",1086,1925,"Draft","Syracuse","NYG",3
"1087",1087,1925,"Draft","Thiel","Buf",1
"1088",1088,1925,"Draft","Trinity (CT)","NYG",1
"1089",1089,1925,"Draft","Tufts","Prov",1
"1090",1090,1925,"Draft","Valparaiso","Chi",1
"1091",1091,1925,"Draft","Vanderbilt","NYG",1
"1092",1092,1925,"Draft","Vermont","Fra",1
"1093",1093,1925,"Draft","Villanova","Pot",1
"1094",1094,1925,"Draft","Virginia","Cle",1
"1095",1095,1925,"Draft","Virginia Military Institute","Buf",1
"1096",1096,1925,"Draft","Wabash","Akr",1
"1097",1097,1925,"Draft","Washington & Jefferson","Akr",2
"1098",1098,1925,"Draft","Washington & Jefferson","Cle",1
"1099",1099,1925,"Draft","Washington & Jefferson","Det",3
"1100",1100,1925,"Draft","West Virginia","Buf",1
"1101",1101,1925,"Draft","West Virginia","Cle",2
"1102",1102,1925,"Draft","West Virginia Wesleyan","Col",1
